gene,A7-A0D9-11A,A7-A0DB-11A,A7-A13G-11A,A7-A0D9-01A,A7-A0DB-01A,A7-A13G-01A
TSTD2|158427,2986,2292,2181,2167,2753,3157
TST|7263,3632,4875,3541,3876,1854,1977
TTBK1|84630,4,16,7,81,20,10
TTBK2|146057,1323,1009,1321,482,601,1123
TTC12|54970,854,900,843,1636,4478,3330
TTC13|79573,1565,1254,1165,1402,2224,2705
TTC14|151613,2403,2467,4257,5991,4430,10266
TTC15|51112,3588,2951,1715,3470,3873,4353
TTC16|158248,8,2,0,10,101,172
TTC17|55761,6910,5250,5633,16882,6846,10867
TTC18|118491,451,443,1001,537,513,1476
TTC19|54902,3243,3195,3444,13920,8644,8397
TTC1|7265,6165,4674,3274,5725,9465,4978
TTC21A|199223,199,218,196,507,758,1011
TTC21B|79809,2657,2236,2883,3417,2025,883
TTC22|55001,42,7,11,92,264,457
TTC23L|153657,5,2,14,146,260,275
TTC23|64927,2309,2431,1495,17392,2547,750
TTC24|164118,2,0,3,3,4,3
TTC25|83538,49,80,43,138,263,118
TTC26|79989,322,334,222,1923,1642,581
TTC27|55622,1478,1875,1653,2818,2925,2952
TTC28|23331,8366,6818,5850,3826,2600,1684
TTC29|83894,10,4,10,2,48,0
TTC30A|92104,1177,920,944,1798,2597,3239
TTC30B|150737,648,559,512,1460,1668,2259
TTC31|64427,2155,1875,1456,4625,2383,2833
TTC32|130502,172,228,232,178,398,503
TTC33|23548,2011,1791,2044,1036,1985,1542
TTC35|9694,4086,3388,3968,16282,2753,3399
TTC36|143941,21,61,345,228,276,1123
TTC37|9652,13015,9668,10392,13255,12368,14108
TTC38|55020,3422,3460,4578,2982,2106,2744
TTC39A|22996,235,202,291,17019,22219,17858
TTC39B|158219,390,290,274,570,696,743
TTC39C|125488,3568,2884,3211,7622,4036,4087
TTC3|7267,54055,33181,38974,37297,49489,67317
TTC4|7268,1959,1715,1449,2627,2750,2173
TTC5|91875,716,698,494,945,1198,876
TTC7A|57217,3705,5436,1658,1513,3175,956
TTC7B|145567,5702,4182,3328,2901,1245,888
TTC8|123016,1170,1192,1115,5295,4079,4705
TTC9B|148014,0,2,2,3,7,8
TTC9C|283237,989,1278,746,1389,1697,1212
TTC9|23508,295,646,194,10839,5697,6774
TTF1|7270,1605,1270,1229,1280,1867,2442
TTF2|8458,1533,1302,947,2014,1528,1969
TTK|7272,75,357,21,521,965,495
TTLL10|254173,139,96,77,40,37,26
TTLL11|158135,391,510,342,234,414,323
TTLL12|23170,2615,2455,1689,9129,4173,3762
TTLL13|440307,3561,2538,2147,3760,4125,3257
TTLL1|25809,590,602,299,1849,1042,1658
TTLL2|83887,15,5,10,151,8,12
TTLL3|26140,3030,3063,2997,4569,3541,4177
TTLL4|9654,747,979,490,1914,1903,1813
TTLL5|23093,1972,1949,1531,3473,4328,4951
TTLL6|284076,16,10,8,42,4,1
TTLL7|79739,1158,1256,1639,354,80,497
TTLL8|164714,0,0,0,0,0,0
TTLL9|164395,30,22,21,70,371,152
TTL|150465,3453,5550,2720,3682,2806,2468
TTN|7273,2222,2438,2125,1570,1078,2046
TTPAL|79183,2401,2538,2866,4522,3805,2568
TTPA|7274,242,111,293,9,11,2
TTR|7276,2,0,0,2,2,0
TTTY10|246119,0,0,0,0,0,0
TTTY11|83866,0,0,0,0,0,0
TTTY12|83867,0,0,0,0,0,0
TTTY13|83868,0,0,0,0,0,0
TTTY14|83869,0,0,0,1,1,0
TTTY15|64595,47,46,57,56,46,60
TTTY16|252948,0,0,0,0,0,0
TTTY17A|252949,0,0,0,0,0,0
TTTY17B|474151,0,0,0,0,0,0
TTTY18|252950,0,0,0,0,0,0
TTTY19|252952,0,0,0,0,0,0
TTTY1B|100101116,0,0,0,0,0,0
TTTY20|252951,0,0,0,0,0,0
TTTY21|252953,0,0,0,0,0,0
TTTY22|252954,0,0,0,0,0,0
TTTY23|252955,0,0,0,0,0,0
TTTY2|60439,0,0,0,0,0,0
TTTY3B|474148,0,0,0,0,0,0
TTTY4C|474150,0,0,2,1,8,31
TTTY5|83863,0,0,0,0,0,0
TTTY6B|441543,0,0,0,0,0,0
TTTY6|84672,0,0,0,0,0,0
TTTY7|246122,0,0,0,0,2,0
TTTY8|84673,0,0,0,0,0,0
TTTY9B|425057,1,0,0,0,3,1
TTYH1|57348,457,304,91,617,383,127
TTYH2|94015,1265,1123,1039,525,864,895
TTYH3|80727,3288,13305,1245,7051,14173,2242
TUBA1A|7846,27044,34162,13762,18586,29335,15847
TUBA1B|10376,47125,76302,25233,51402,102229,42440
TUBA1C|84790,10192,17217,4873,18153,28914,17030
TUBA3C|7278,0,0,0,8,17,10
TUBA3D|113457,6,2,9,115,258,374
TUBA3E|112714,2,2,2,56,190,44
TUBA4A|7277,1211,1445,672,1451,3340,5518
TUBA4B|80086,10,13,3,5,126,41
TUBA8|51807,1361,359,477,531,321,226
TUBAL3|79861,8,24,4,16,144,336
TUBB1|81027,248,189,91,235,54,44
TUBB2A|7280,7676,3893,1033,2310,5403,2461
TUBB2B|347733,3600,1821,444,1104,2953,861
TUBB2C|10383,14592,13330,5450,18404,52585,27277
TUBB3|10381,434,833,127,3220,1925,665
TUBB4Q|56604,2,5,3,27,5,32
TUBB4|10382,113,154,29,64,224,79
TUBB6|84617,21367,19183,12013,5464,5815,2622
TUBB8|347688,9,19,9,107,105,100
TUBBP5|643224,26,16,2,455,156,451
TUBB|203068,61052,78881,45246,63698,123650,62985
TUBD1|51174,979,750,825,1137,1026,1322
TUBE1|51175,1074,995,1183,923,873,1045
TUBG1|7283,2317,2701,1532,6773,4905,3811
TUBG2|27175,2446,2206,1413,3833,2468,2878
TUBGCP2|10844,5845,4838,3404,9609,6614,6804
TUBGCP3|10426,2779,2575,2135,3690,2873,2662
TUBGCP4|27229,1665,1265,1246,1633,1768,1635
TUBGCP5|114791,2043,2308,1397,1544,2727,2184
TUBGCP6|85378,3064,2952,2241,6794,2120,3517
TUB|7275,1563,1723,2362,3050,1088,1080
TUFM|7284,13496,14742,7823,20982,31832,19535
TUFT1|7286,1140,1111,792,3002,5364,9552
TUG1|55000,16718,12712,15698,28761,13972,27653
TULP1|7287,0,3,0,10,8,3
TULP2|7288,11,28,12,2,13,3
TULP3|7289,3436,4155,2931,3743,2521,2539
TULP4|56995,7409,3372,1652,9438,6673,6593
TUSC1|286319,1436,1608,1131,1226,2471,1389
TUSC2|11334,2380,1848,1282,2832,5894,3062
TUSC3|7991,2119,1989,1982,1824,5250,5357
TUSC5|286753,95661,46505,38722,1523,3630,317
TUT1|64852,2015,1967,998,2849,2963,2827
TWF1|5756,7476,9175,6901,14682,16613,18898
TWF2|11344,4047,5404,2920,2358,6356,2542
TWIST1|7291,2387,2025,3103,562,655,106
TWIST2|117581,5263,3526,2831,184,477,122
TWISTNB|221830,1759,1719,1646,3448,2939,4271
TWSG1|57045,3995,4879,3831,7541,10765,11261
TXK|7294,88,115,78,116,50,82
TXLNA|200081,6169,8133,4183,9595,10678,11519
TXLNB|167838,411,426,214,989,889,1062
TXLNG|55787,1844,1270,2818,2576,827,1365
TXN2|25828,7131,6077,4991,6898,5693,7213
TXNDC11|51061,4176,3663,3283,5569,7286,9581
TXNDC12|51060,5381,6825,4629,7039,7861,5813
TXNDC15|79770,5627,6757,3930,6683,7532,6584
TXNDC16|57544,1605,1807,2986,2660,2308,3808
TXNDC17|84817,1466,1927,829,1562,5483,3522
TXNDC2|84203,5,8,0,27,4,14
TXNDC3|51314,35,24,2,9,97,42
TXNDC5|81567,29614,31180,18888,22595,40099,23296
TXNDC6|347736,103,95,79,173,132,114
TXNDC8|255220,0,3,0,0,0,0
TXNDC9|10190,1501,2034,1431,2093,4065,4995
TXNIP|10628,370416,314081,273096,42132,129639,27751
TXNL1|9352,5125,5598,3766,10541,8858,6626
TXNL4A|10907,3722,3338,1726,4377,5057,3628
TXNL4B|54957,530,770,521,1342,663,430
TXNRD1|7296,9895,11406,5345,8668,6348,10028
TXNRD2|10587,1137,1264,658,1248,1713,1953
TXNRD3IT1|645840,1089,963,931,1645,815,337
TXN|7295,6974,11037,3244,11382,16105,10544
TYK2|7297,3884,4094,2359,7453,7080,4677
TYMP|1890,3572,4997,648,3120,6488,6389
TYMS|7298,293,1522,214,1548,1695,1035
TYRO3|7301,12714,9435,10760,964,1646,887
TYROBP|7305,5769,10044,1199,1239,12211,1137
TYRP1|7306,43,6,26,6,4,0
TYR|7299,2,4,1,3,6,2
TYSND1|219743,2510,2513,2739,3775,3399,3345
TYW1B|441250,897,343,278,2966,738,887
TYW1|55253,2191,1889,1465,6604,4249,5147
TYW3|127253,2891,2520,2597,3497,2137,4203
T|6862,4,40,1,1,1,0
U2AF1L4|199746,551,527,457,836,974,708
U2AF1|7307,5360,5032,2960,5139,6364,5696
U2AF2|11338,6281,7419,3216,17620,18244,11479
UACA|55075,16199,9595,14569,20765,6393,7550
UAP1L1|91373,1302,2000,913,2168,1472,1292
UAP1|6675,10744,15466,7075,6296,16160,17875
UBA1|7317,30542,26355,16351,43883,46367,46731
UBA2|10054,19250,12845,21171,13499,11515,9413
UBA3|9039,4502,4421,3752,7826,8367,6338
UBA52|7311,37787,36020,31229,28347,66140,27259
UBA5|79876,3701,2843,3263,3980,6547,6555
UBA6|55236,2944,3383,3211,6516,4521,5101
UBA7|7318,3294,3967,3017,1682,6906,4705
UBAC1|10422,3707,3008,1822,1994,4491,2069
UBAC2|337867,4832,4865,2700,8999,9352,5534
UBAP1|51271,8599,6648,5126,7029,6731,7319
UBAP2L|9898,11235,10531,7305,23154,26398,26517
UBAP2|55833,3651,2702,2408,9544,4257,4142
UBASH3A|53347,48,47,20,55,48,11
UBASH3B|84959,455,896,265,631,662,119
UBB|7314,58586,59176,44347,113193,115416,57203
UBC|7316,340149,185762,147807,259891,188675,220185
UBD|10537,128,135,34,69,1920,1632
UBE2A|7319,6808,6089,4181,8138,5503,5998
UBE2B|7320,4742,6160,5627,9470,7434,4836
UBE2CBP|90025,255,295,253,489,301,123
UBE2C|11065,93,664,19,753,1842,688
UBE2D1|7321,1021,1745,1282,1557,2020,1258
UBE2D2|7322,5822,5968,5060,7989,13077,7317
UBE2D3|7323,21384,23442,19705,27662,30043,26273
UBE2D4|51619,2931,1699,1271,2417,1766,3197
UBE2DNL|100131816,0,0,0,0,0,0
UBE2E1|7324,4994,5176,4213,7754,9214,8380
UBE2E2|7325,4244,2551,2113,3511,1134,564
UBE2E3|10477,6886,5637,5096,4482,6214,1222
UBE2F|140739,2872,2927,1624,8468,3228,2424
UBE2G1|7326,4732,4763,4496,5451,8032,9023
UBE2G2|7327,10498,7640,7084,12807,5391,5974
UBE2H|7328,10818,6880,7467,23962,17307,5448
UBE2I|7329,6682,6647,4135,10892,12116,10786
UBE2J1|51465,6131,5836,6892,11532,8596,10000
UBE2J2|118424,3216,2721,1468,5512,4640,4192
UBE2K|3093,7198,6142,5633,12871,11369,12854
UBE2L3|7332,14477,10375,7973,15479,8276,10320
UBE2L6|9246,3948,5781,3577,3358,8654,5856
UBE2MP1|606551,140,191,77,198,306,135
UBE2M|9040,3613,3190,1681,4698,6734,3193
UBE2NL|389898,18,20,26,15,18,42
UBE2N|7334,6162,5863,4562,11522,9312,8611
UBE2O|63893,2303,2299,1569,4197,3944,3588
UBE2Q1|55585,8059,6823,4421,9799,11910,15316
UBE2Q2P1|388165,391,385,370,581,243,253
UBE2Q2|92912,4879,6294,4242,22153,9574,8522
UBE2QL1|134111,291,86,83,432,300,96
UBE2R2|54926,9813,10931,7547,11529,13984,13359
UBE2S|27338,620,867,212,1782,2148,951
UBE2T|29089,93,256,51,872,1443,1065
UBE2U|148581,0,0,0,0,0,0
UBE2V1|7335,11973,9762,7966,64995,17242,12622
UBE2V2|7336,3725,3268,2887,12258,3683,3300
UBE2W|55284,2389,2747,3756,8582,3413,4169
UBE2Z|65264,7975,8728,5221,20205,14665,12855
UBE3A|7337,7782,6758,7969,9302,12207,25662
UBE3B|89910,6302,5457,5306,10581,7263,8354
UBE3C|9690,12309,9863,7719,26841,12477,9699
UBE4A|9354,10174,8381,10619,12055,8582,12539
UBE4B|10277,8541,6795,7226,10737,5721,9691
UBFD1|56061,5272,5987,4321,12475,12445,11994
UBIAD1|29914,1780,1406,1337,4139,3404,3566
UBL3|5412,8498,8229,7092,6481,14594,9878
UBL4A|8266,3609,3659,2202,2527,6362,3108
UBL4B|164153,9,30,18,0,15,1
UBL5|59286,7134,6269,3551,8384,17625,6419
UBL7|84993,3120,3008,1737,6641,5022,3415
UBLCP1|134510,2419,3064,2534,3084,4755,2422
UBN1|29855,6549,6346,4309,11408,11296,12104
UBN2|254048,2433,3070,3301,12338,7099,3095
UBOX5|22888,1576,1334,1210,2985,2458,1918
UBP1|7342,5342,6106,5176,12764,18246,13403
UBQLN1|29979,15206,12331,11693,11847,16061,18537
UBQLN2|29978,4524,5154,4054,4436,6327,6035
UBQLN3|50613,0,0,0,0,1,0
UBQLN4|56893,4202,4246,2679,19471,12386,9798
UBQLNL|143630,38,30,22,12,37,36
UBR1|197131,5617,4356,4651,2520,4600,6757
UBR2|23304,5915,5358,5975,7733,5761,7944
UBR3|130507,9953,7189,10267,11534,6676,10729
UBR4|23352,22337,17709,14093,29691,18574,23497
UBR5|51366,16241,12118,12352,28711,14005,21802
UBR7|55148,3975,4056,3509,7789,10171,8430
UBTD1|80019,1216,1589,1029,1525,2122,1372
UBTD2|92181,3038,4011,2479,4695,7456,6077
UBTFL1|642623,22,21,10,21,8,20
UBTF|7343,10252,10075,4382,22021,17190,14756
UBXN10|127733,128,148,107,1857,1886,6468
UBXN11|91544,1097,1647,286,1614,3612,3856
UBXN1|51035,7901,8064,2776,5722,8846,4347
UBXN2A|165324,1886,1469,1745,1427,1241,1099
UBXN2B|137886,2119,2431,1958,8008,4309,5881
UBXN4|23190,11891,12134,11861,23576,15944,27768
UBXN6|80700,9815,9136,4101,7588,15989,8822
UBXN7|26043,2397,2228,2524,2037,2034,2455
UBXN8|7993,1198,1109,922,571,1846,1654
UCA1|652995,6,21,1,30,93,30
UCHL1|7345,8872,3257,951,1579,892,338
UCHL3|7347,2179,1580,889,2566,2495,1939
UCHL5|51377,1863,1544,1604,1978,4324,3826
UCK1|83549,3912,2969,2007,1979,3405,2598
UCK2|7371,565,828,358,1414,2265,1507
UCKL1AS|100113386,229,162,195,1505,342,305
UCKL1|54963,1582,1459,1381,22145,2065,1890
UCMA|221044,0,0,0,1,0,0
UCN2|90226,7,0,2,45,25,31
UCN3|114131,0,0,0,0,0,0
UCN|7349,4,5,8,39,47,66
UCP1|7350,3,0,0,1,9,8
UCP2|7351,9548,17868,12775,7699,23925,3430
UCP3|7352,50,105,50,44,77,174
UEVLD|55293,1719,1466,1205,2558,2293,2831
UFC1|51506,8331,8495,4856,9701,20328,27060
UFD1L|7353,4235,4102,2583,6721,3983,5205
UFM1|51569,7915,6846,5964,11526,8035,9941
UFSP1|402682,81,80,19,132,137,54
UFSP2|55325,4941,2979,3293,3443,3409,4274
UGCG|7357,1210,1010,1503,1742,3445,4783
UGDH|7358,5299,8568,2737,4813,15234,18242
UGGT1|56886,9577,9867,6269,14679,15438,14457
UGGT2|55757,1843,2067,2100,3817,2403,2384
UGP2|7360,55063,46598,32630,11009,13253,9219
UGT1A10|54575,41,52,12,132,22,15
UGT1A1|54658,50,32,20,127,20,19
UGT1A3|54659,36,12,5,69,0,0
UGT1A4|54657,35,13,8,44,0,0
UGT1A5|54579,50,33,2,91,0,0
UGT1A6|54578,113,157,19,316,18,19
UGT1A7|54577,97,141,2,307,1,0
UGT1A8|54576,22,28,4,114,0,0
UGT1A9|54600,46,36,16,128,0,0
UGT2A1|10941,12,11,1,19,11,11
UGT2A3|79799,0,0,0,1,0,2
UGT2B10|7365,0,0,0,0,523,5
UGT2B11|10720,4,2,0,1,33929,5
UGT2B15|7366,28,8,15,22,442,107
UGT2B28|54490,0,0,0,7,2841,8
UGT2B4|7363,105,132,6,24,43,16
UGT2B7|7364,0,4,0,0,119,0
UGT3A1|133688,4,0,0,4,23,3
UGT3A2|167127,4,6,0,4,9,2
UGT8|7368,421,417,477,679,566,748
UHMK1|127933,4058,2600,3858,3043,4612,10333
UHRF1BP1L|23074,4007,2852,3108,3555,3316,7310
UHRF1BP1|54887,3869,3209,4050,4926,3301,4654
UHRF1|29128,112,622,9,1535,2050,1307
UHRF2|115426,2721,3113,3050,2218,3773,3640
UIMC1|51720,1739,1869,1557,1542,2222,1601
ULBP1|80329,72,38,59,147,62,29
ULBP2|80328,43,78,32,175,41,34
ULBP3|79465,185,131,136,250,168,169
ULK1|8408,5269,4509,2395,14246,5359,5903
ULK2|9706,4935,3795,3433,10711,2276,4805
ULK3|25989,1472,1784,982,8707,3023,2544
ULK4|54986,490,891,511,860,2423,2859
UMODL1|89766,5,0,1,8,66,306
UMOD|7369,2,0,0,33,15,399
UMPS|7372,2200,1896,1426,3529,5812,3605
UNC119B|84747,4997,5152,4326,6057,6315,10007
UNC119|9094,2212,1330,884,3375,2338,2142
UNC13A|23025,53,35,37,233,48,108
UNC13B|10497,10160,6205,5619,4791,5204,7256
UNC13C|440279,117,2,8,0,1,1
UNC13D|201294,723,725,445,779,1252,739
UNC45A|55898,7052,7553,3392,17037,12162,7109
UNC45B|146862,27,34,19,8,17,8
UNC50|25972,2990,2321,2449,2984,3596,3799
UNC5A|90249,21,39,43,438,226,1680
UNC5B|219699,704,1003,550,7059,6892,17370
UNC5CL|222643,91,87,60,458,100,190
UNC5C|8633,159,124,114,107,143,234
UNC5D|137970,3,4,5,81,5,7
UNC80|285175,558,533,459,724,745,592
UNC93A|54346,0,0,0,0,2,10
UNC93B1|81622,2031,4070,1385,5571,3735,1742
UNCX|340260,0,0,0,0,3,0
UNG|7374,3747,2838,3840,6006,4987,3728
UNKL|64718,2707,2332,1295,2634,2188,2202
UNK|85451,1929,2061,1306,1733,2093,2420
UOX|391051,2,0,4,3,10,13
UPB1|51733,25,24,24,40,21,36
UPF0639|400224,88,74,60,694,186,188
UPF1|5976,9873,8399,4969,24644,15583,9417
UPF2|26019,4966,4215,3443,8070,3381,4428
UPF3A|65110,5942,2355,3561,6269,3544,5839
UPF3B|65109,1108,884,799,1481,836,1072
UPK1A|11045,15,11,14,28,18,1
UPK1B|7348,263,295,86,784,121,164
UPK2|7379,1,8,0,161,4,8
UPK3A|7380,4,5,2,31,496,160
UPK3BL|100134938,997,907,471,2291,1525,416
UPK3B|80761,84,70,56,264,111,137
UPP1|7378,991,937,339,590,979,289
UPP2|151531,12,11,17,55,21,6
UPRT|139596,893,847,819,1656,1535,1835
UQCC|55245,4088,3052,3865,6089,4894,4411
UQCR10|29796,5120,4505,3918,5362,5211,5893
UQCR11|10975,6821,6004,4527,6286,12316,5131
UQCRB|7381,18421,17097,18433,27079,17481,10530
UQCRC1|7384,9474,10101,7671,15751,22269,12330
UQCRC2|7385,22832,19284,29783,19658,24089,23333
UQCRFS1|7386,8965,7763,10121,6457,12447,7178
UQCRHL|440567,889,972,907,844,1062,868
UQCRH|7388,7920,8298,10961,7804,11075,6992
UQCRQ|27089,6604,6402,5692,4636,21868,11079
URB1|9875,5783,4349,3311,6123,6001,4243
URB2|9816,1124,921,949,2374,3104,1606
URGCP|55665,4066,3949,1975,7678,6316,8974
URM1|81605,3843,4403,2843,2941,6763,3582
UROC1|131669,2,0,1,7,2,0
UROD|7389,8747,7284,5186,3868,6747,4513
UROS|7390,2935,2058,2386,3137,4133,4473
USE1|55850,2163,1779,951,2026,2940,1608
USF1|7391,3825,3965,2208,3567,6335,7325
USF2|7392,12006,9573,3967,14187,12685,8897
USH1C|10083,4,0,0,3,2,7
USH1G|124590,8,10,0,21,25,9
USH2A|7399,22,16,24,18,28,57
USHBP1|83878,1206,1191,801,536,425,288
USMG5|84833,5019,4631,4918,5141,5332,2837
USO1|8615,13088,11039,10862,16980,11934,15884
USP10|9100,4536,4803,3667,12043,6427,5490
USP11|8237,5235,5833,3192,4753,5846,4571
USP12|219333,2676,1466,2101,2903,1245,1915
USP13|8975,4335,3326,5686,5648,3715,6377
USP14|9097,8696,7354,6672,10678,12913,38514
USP15|9958,4314,4054,4425,5262,4266,4827
USP16|10600,6597,4438,6418,9676,4607,8364
USP17L2|377630,6,2,13,2,1,25
USP17L6P|391622,0,0,2,5,0,1
USP17|391627,0,0,1,10,3,1
USP18|11274,2373,1035,1556,1240,993,1122
USP19|10869,7580,5709,3918,9243,10635,7087
USP1|7398,3273,3658,3415,6435,5968,6918
USP20|10868,1995,1957,933,2123,3902,2577
USP21|27005,1440,1628,1196,2818,5608,5789
USP22|23326,17269,18126,13567,24091,28117,27646
USP24|23358,13154,9532,10769,10218,8206,12781
USP25|29761,8211,7027,8729,6359,3546,6305
USP26|83844,1,13,2,11,20,15
USP27X|389856,415,333,210,848,512,528
USP28|57646,1483,1883,1420,4283,2596,2824
USP29|57663,5,13,7,9,4,9
USP2|9099,203,538,73,291,548,178
USP30|84749,3163,2126,3646,3351,2394,2609
USP31|57478,2242,2124,2101,2574,1715,1857
USP32|84669,4715,4468,4300,7254,5318,6546
USP33|23032,12432,8047,10001,8898,6844,12247
USP34|9736,19062,13994,15718,17932,13688,23722
USP35|57558,685,635,390,1280,756,1532
USP36|57602,4057,4126,3370,6059,5012,5063
USP37|57695,1435,1538,1473,4103,3779,4889
USP38|84640,2883,2600,2753,5336,5003,4447
USP39|10713,4036,3981,3060,7489,7320,5468
USP3|9960,2174,2481,1950,12497,3331,4011
USP40|55230,3870,4131,3968,7210,4035,6527
USP42|84132,1241,1173,1021,4118,1881,985
USP43|124739,29,23,0,434,1078,843
USP44|84101,76,52,86,8,17,4
USP45|85015,566,800,818,1488,761,1119
USP46|64854,1915,2113,1745,4183,3571,4920
USP47|55031,11024,7747,8591,15783,9431,13042
USP48|84196,6596,6120,5200,9036,7791,5255
USP49|25862,127,128,191,194,141,168
USP4|7375,8666,6896,5667,10419,11796,7108
USP50|373509,20,15,19,11,15,29
USP51|158880,244,253,397,279,166,159
USP53|54532,9295,6894,10243,6422,3658,4615
USP54|159195,1885,1991,1431,2771,3616,8858
USP5|8078,7909,6571,2877,12133,11653,10065
USP6NL|9712,2749,1536,2079,2550,2009,3808
USP6|9098,222,302,319,536,377,323
USP7|7874,13100,10417,9022,26804,21741,23774
USP8|9101,7037,5763,6271,5367,6605,9336
USP9X|8239,28556,20677,18464,34520,17926,22393
USP9Y|8287,0,14,3,16,1,0
USPL1|10208,2401,2024,2578,2860,2079,1934
UST|10090,3319,2815,2171,3146,675,226
UTF1|8433,0,0,0,0,6,1
UTP11L|51118,2267,2277,1770,3830,3388,2839
UTP14A|10813,1749,1927,1131,3291,2750,2596
UTP14C|9724,6108,4393,5437,7869,8169,10763
UTP15|84135,1116,942,838,2327,2937,1784
UTP18|51096,1330,2315,1269,2209,3928,3699
UTP20|27340,3708,3061,2879,5539,3270,3059
UTP23|84294,2315,2017,2073,8403,2221,3069
UTP3|57050,3046,2616,1717,3550,3472,3947
UTP6|55813,3142,3244,2128,4517,4231,4060
UTRN|7402,44417,32483,28957,11882,17838,16617
UTS2D|257313,373,285,576,417,299,505
UTS2R|2837,2,0,0,0,1,2
UTS2|10911,275,110,482,515,132,207
UTY|7404,32,58,42,105,30,45
UVRAG|7405,8434,5705,6968,4190,3341,3355
UXS1|80146,2491,2899,1478,4712,2929,2436
UXT|8409,3310,3616,2432,2894,6175,3041
VAC14|55697,4122,3748,2332,5997,3560,1883
VAMP1|6843,483,408,421,414,1226,781
VAMP2|6844,12915,7740,9926,8300,7471,10576
VAMP3|9341,21650,17119,20575,10887,12147,6685
VAMP4|8674,2372,1960,2456,2218,2912,4123
VAMP5|10791,2733,3457,1703,1000,1887,944
VAMP7|6845,5155,5851,5318,4186,5651,5678
VAMP8|8673,2589,5753,943,14027,15234,12282
VANGL1|81839,2545,2878,1632,6646,6562,8033
VANGL2|57216,344,353,188,324,4917,7838
VAPA|9218,12869,11393,10277,21513,22946,21337
VAPB|9217,6362,4960,4440,32865,7498,7555
VARS2|57176,2163,2782,921,5163,4449,3381
VARS|7407,3794,4900,1843,6831,9413,6965
VASH1|22846,3862,6497,1587,6021,4252,3080
VASH2|79805,301,1797,357,208,785,548
VASN|114990,2777,3530,957,2167,1466,541
VASP|7408,3644,5687,2083,7349,11928,5954
VAT1L|57687,88,132,160,37,65,10
VAT1|10493,40528,42850,16593,13168,29048,11260
VAV1|7409,1140,2101,351,302,926,1772
VAV2|7410,1272,2107,845,10831,4258,3644
VAV3|10451,534,1019,341,15154,33622,35286
VAX1|11023,2,21,0,0,1,0
VAX2|25806,24,51,38,322,51,178
VBP1|7411,3434,3410,3345,5720,4375,4444
VCAM1|7412,3448,2474,2857,3576,1125,413
VCAN|1462,21736,70234,8915,58539,40983,26034
VCL|7414,33447,27046,28957,18981,17250,19214
VCPIP1|80124,3006,3900,3187,6739,4413,4905
VCP|7415,37953,32400,20043,45890,41375,38715
VCX2|51480,2,0,0,2,1,1
VCX3A|51481,0,0,0,2,2,0
VCX3B|425054,2,0,3,3,15,1
VCX|26609,0,0,0,4,3,0
VCY|9084,0,0,0,0,0,1
VDAC1|7416,16156,14540,9011,34566,35554,15605
VDAC2|7417,14389,14718,17500,17947,15873,13710
VDAC3|7419,7477,7895,6224,5694,9279,7526
VDR|7421,457,631,130,2887,3010,2758
VEGFA|7422,8460,6625,10598,18206,3412,7448
VEGFB|7423,30197,19936,19555,6214,8554,3658
VEGFC|7424,969,1528,1338,694,807,398
VENTXP1|139538,0,8,0,3,0,2
VENTXP7|391518,0,0,0,0,0,1
VENTX|27287,287,172,123,176,184,150
VEPH1|79674,25,42,21,101,801,63
VEZF1|7716,5786,5469,4605,4826,8850,11833
VEZT|55591,5362,4376,5691,7105,8297,10664
VGF|7425,0,4,0,38,10,0
VGLL1|51442,24,0,0,22,52,0
VGLL2|245806,0,0,6,0,1,0
VGLL3|389136,8060,10060,5952,1334,1247,627
VGLL4|9686,5292,4570,3141,8099,10855,8606
VHLL|391104,1,4,0,5,0,3
VHL|7428,2156,2618,3343,5169,5261,5855
VIL1|7429,32,23,26,42,40,37
VILL|50853,626,575,350,1273,724,1499
VIM|7431,585231,547365,337345,74776,157024,31615
VIPAR|63894,2996,2695,2236,3885,4589,2440
VIPR1|7433,1995,929,1437,2463,4870,3402
VIPR2|7434,203,222,146,545,3226,2457
VIP|7432,65,91,77,19,12,21
VIT|5212,4507,7063,2981,210,509,106
VKORC1L1|154807,54317,23849,28590,12361,11040,6633
VKORC1|79001,5179,6385,3104,3124,11352,6091
VLDLR|7436,24634,3698,2115,511,3217,3593
VMA21|203547,3680,3978,3861,5310,5759,4220
VMAC|400673,427,341,312,1088,881,735
VMO1|284013,71,74,16,30,164,63
VN1R1|57191,16,15,23,154,296,147
VN1R2|317701,61,75,23,56,43,56
VN1R4|317703,0,0,0,0,0,0
VN1R5|317705,4,2,0,6,1,9
VNN1|8876,421,1163,423,66,287,77
VNN2|8875,538,290,86,63,219,34
VNN3|55350,103,4,8,2,13,0
VOPP1|81552,9948,8504,4288,6425,21203,22667
VPRBP|9730,5067,4015,3502,10825,7257,6461
VPREB1|7441,0,0,0,0,0,0
VPREB3|29802,14,2,11,7,4,4
VPS11|55823,6933,5943,4960,7751,6338,5943
VPS13A|23230,3819,3327,4011,3925,3736,3357
VPS13B|157680,6495,5851,5948,13327,5256,9112
VPS13C|54832,11101,11103,12042,125156,4152,13042
VPS13D|55187,15007,11034,11049,16886,11854,19336
VPS16|64601,3043,3735,2390,5483,6707,3764
VPS18|57617,3378,3243,1388,2327,6308,3443
VPS24|51652,25628,17863,13017,17595,18959,14729
VPS25|84313,2774,3091,1817,6277,6003,5085
VPS26A|9559,7710,7638,8182,10277,8073,7721
